"Data Source","World Development Indicators",

"Last Updated Date","2023-07-25",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022",
"Serbia","SRB","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","3003.02","3122.95","3712.68","4076.88","4820.99","5903.93","5276.19","5044.17","4894.18","4980.44","4852.28","4744.9","4939.18","4741.34","","",
"Sub-Saharan Africa (excluding high income)","SSA","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6985.88058050475","7167.98133168073","7217.19647027105","7419.02095837843","7270.73418769434","7611.12713796534","8219.94288751899","8344.61247631152","9148.13982597437","10047.9989942968","11150.5727553698","11895.8931754964","12583.1822410988","14264.0201993741","15525.0763467902","16969.2364679537","17773.56","19006.59","20836.83","22019.98","24315.3","26881.23","29829.07","33994.41","39545.13","","",
"South Sudan","SSD","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.62","2.42","8.96","5.62","5.51","2.11","5.73","9.62","8.92","14.27","","",
"Sub-Saharan Africa","SSF","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6988.38001351061","7170.26065479667","7222.22718542628","7419.69936860969","7275.18458855694","7615.02717229083","8225.86341755456","8354.21300278402","9153.18042086566","10052.9095717812","11159.3337979725","11908.2346511072","12593.8332459774","14270.5807548286","15537.9068439986","16978.9364724142","17783.56","19023.5","20846.47","22039.09","24327.5","26892.89","29841.47","34005.58","39577.95","","",
"Small states","SST","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1437.68770262833","1473.58134883314","1619.33194785449","1667.06998280976","1658.32791672628","1859.6549312404","1999.61468200498","2123.77857025256","2431.84743212077","2784.97326959529","3120.30420657828","3404.15252260109","3800.02051308658","4115.98845038905","4693.12074406315","4808.12197610176","5350.07","5838.77","6502.57","6335.18","7170.63","7475.12995849465","7935.89015908989","8532.70927768696","9956.77754303357","","",
"Sao Tome and Principe","STP","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.67","1","0.05","0","0.37","0.83","0.78","1.77","0.58","0.25","0.97","1.31","0","1.78","2.23","0","0.52","0.16","1.24","1.42","1.12","0.88","0.86","2.37","2.09","","",
"Suriname","SUR","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.29","1.96","1.56","2.85","2.62","4.27","3.47","3.4","4.58","4.82","5.22","9.35","4.37","5.53","4.66","4.21","9.51","15.37","7.17","13.2","21.64","16.41","17.48","19.46","19.52","","",
"Slovak Republic","SVK","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2064.93","1811.65","2038.94","2028.39","2108.08","2093.67","2095.06","2145.64","2271.05","2493.32","2581.82","2812.53","3306.3","3085.64","3557.37","3805.93","4173.72","4327.56","4913.28","4975.52","5345.6","5570.69","5080.8","5585.56","5420.07","","",
"Slovenia","SVN","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1109.18","1236.52","1232.88","1425.5","1717.04","1679.44","1806.9","2121.09","1901.2","2338.94","2355.96","2723.17","3012.82","3166.36","3180.34","3619.13","3539.77","3545.35","3476.44","3550.52","3396.83","3458.75","3352.53","3700.61","3827.5","","",
"Sweden","SWE","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13385.05","13803.62","14004","14202.82","14569.85","14742.17","14576.2","14858.19","15323.94","16494.16","16796.09","16690.04","16646.7","17467.59","17762.17","18276.99","19207.32","19812.61","20741.1","20851.1","20820.51","20754.74","20825.36","20969.01","21880.49","","",
"Eswatini","SWZ","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.67","12.38","16.33","12.53","7.75","5.64","12.32","6.6","11.85","12.7","10.26","6.96","10.36","13.44","23.67","21.15","16.29","17.84","12.6","17.45","18.91","30.72","30.93","35","32.94","","",
"Sint Maarten (Dutch part)","SXM","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Seychelles","SYC","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.28","5.03","0.68","4.45","3.9","5.92","9.6","5.04","4.91","8.76","12.34","10.65","6.56","12.83","9.7","10","16.91","9.64","19.11","12.2","11.66","12.4","11.17","32.82","","",
"Syrian Arab Republic","SYR","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57.89","71.69","70.26","84.71","100.09","94.91","83.03","104.24","135.8","146.5","134.43","153.62","199.88","158.35","231.98","268.35","297.45","248.28","237.93","268.49","275.48","262.88","312.09","336.85","453.27","","",
"Turks and Caicos Islands","TCA","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chad","TCD","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.01","3.25","1.5","3.58","2.79","4.51","4.42","4.54","11.37","9.04","9.91","4.32","6.21","9.25","3.84","7.06","4.56","5.18","8.66","9.36","10.84","14.91","15.81","14.12","14.07","","",
"East Asia & Pacific (IDA & IBRD countries)","TEA","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36170.1482830107","40284.5733674312","46846.3447595501","48484.4948682109","57408.1591485238","74709.8954884446","80015.5858588937","93207.6783811104","127183.830403267","173244.972981703","201987.728271596","223696.61631051","261292.928716685","302312.905912191","329937.707933811","348331.580920342","354841.44","385111.72","416150.85","440762.29","476280.73","516937.990121111","591674.213871786","685915.546870355","750641.929602757","","",
"Europe & Central Asia (IDA & IBRD countries)","TEC","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","66827.3184121881","66730.4202157413","68683.3010951756","67185.1082878742","69028.7565948961","77743.3237841466","80932.8343222648","83288.1526258973","89138.2107864555","93847.6594094358","92013.0811041709","97614.4166766853","104185.13","111414.43","116123.79","121684.21","126465.25","132505.4","139626.33","151438.73","164631.26","172037.93","184346.31","204106.62","216097.52","","",
"Togo","TGO","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.66","21.68","39.17","41.43","30.61","26.48","20.22","26","24.1","24.98","28.75","29.95","43.83","42.12","48.88","49.55","44.02","56.57","74.41","68.33","66.07","66.12","83.48","85.01","86.33","","",
"Thailand","THA","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","848","995.07","1179.17","1306.66","1667.73","1791.16","2144.38","2332.5","2744.93","3612.98","4419.72","4717.46","5457.17","6010.38","6751.11","7223.06","7553.29","7545.89","8125.58","8509.88","9542.97","10924.71","12604.82","13467.89","13963.09","","",
"Tajikistan","TJK","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57.66","43.94","33.31","51.54","34.22","33.09","42.62","32.72","40.65","33.19","30.33","32.13","32.79","23.55","41.34","40.86","47.19","63.34","37.48","58.96","49.13","56.9","58.53","84.25","111.68","","",
"Turkmenistan","TKM","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.3","7.58","5.67","1.77","5.9","5.6","5.61","3.95","4.5","3.18","3.84","4.87","1.58","4.01","6.88","12.23","12.67","6.85","18.89","6.2","2.98","7.93","3.94","2.72","5.5","","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18319.2650598285","21151.2729440648","22471.2894565991","24175.8493949151","26163.5858713249","28036.1975539996","31775.6018859893","34084.9020230541","37341.9622163716","41934.5942016045","51201.4576743183","54467.3577525325","61797.8226136902","66341.09","71023.57","75180.96","81303.53","84592.72","89385.6","91661.11","96695.29","102327.92","109819.67","116181.35","127784.85","","",
"Timor-Leste","TLS","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","1.67","1","2.03","3.87","3.29","1.28","2.63","1.1","3.06","6","6.29","11.84","9.07","8.56","14.24","15.79","14.09","11.87","","",
"Middle East & North Africa (IDA & IBRD countries)","TMN","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4874.45","5436.31","5863.37","6313.52","7380.36","8329.3","9436.06","11317.48","13376.82","15875.73","20111.37","24305.4","29990.13","35940.27","41656.58","49672.84","52293.99","54458.13","58686.3","62015.21","71165.75","77273.78","84679.38","97217.86","110139.27","","",
"Tonga","TON","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","1.23","1.25","1.33","2.33","0.75","1.83","1.59","3.13","0.68","4.66","1.76","0.46","2.39","1.28","1.95","1.83","1.63","0.81","2.88","2.34","6.73","5.82","2.62","9.24","","",
"South Asia (IDA & IBRD)","TSA","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20236.8171048069","20831.2630996673","21354.57","22531.24","23205.02","24537.69","26465.35","29353.83","31533.36","36468.83","42431.75","47590.4","54129.17","60441.97","68345.56","80265.69","87165.51","92901.56","102067.07","109381.03","120843.89","128490.29","144948.16","151991.13","174644.51","","",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6988.38001351061","7170.26065479668","7222.22718542628","7419.69936860969","7275.18458855694","7615.02717229083","8225.86341755456","8354.21300278402","9153.18042086566","10052.9095717812","11159.3337979725","11908.2346511072","12593.8332459774","14270.5807548286","15537.9068439986","16978.9364724142","17783.56","19023.5","20846.47","22039.09","24327.5","26892.89","29841.47","34005.58","39577.95","","",
"Trinidad and Tobago","TTO","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","73.03","76.46","86.1","79.34","88.81","107.09","111.99","121.05","129.67","174.05","129.66","167.88","160.74","212.02","213.42","219.34","203.67","158.26","237.56","149.99","203.1","214.38","221.69","228.69","237.39","","",
"Tunisia","TUN","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","382.19","476.27","555.52","602.81","656.7","800.09","981.44","1067.05","1350.12","1697.72","1965.95","2298","2747.07","3176.31","3427.52","3665.48","3770.8","4195.96","4444.29","4788.87","5366.04","5546.54","5434.41","5029.45","5164.88","","",
"Turkiye","TUR","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5040.7","5389.78","5770.4","6742.31","6815.4","8591.94","10971.39","13463.11","16025.99","17794.68","19561.21","21637.21","22022.16","25022.23","26424.46","27180.38","28322.28","30326.35","31004.71","32968.6","35162.5","33239.62","33686.23","37430.02","42623.31","","",
"Tuvalu","TUV","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","1","0","0.6","0.61","0","1.27","0.37","0.33","0.25","0","0","0.04","0.33","1.13","1.09","0.41","0.65","0.48","0.12","0.39","","",
"Tanzania","TZA","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","126.74","140.72","125.04","138.93","150.68","131.48","152.33","168.04","191.25","217.47","276.02","307.72","299.44","312.61","361.62","392.14","390.52","396.29","532.32","531.83","552.9","605.03","618.78","775.64","896.7","","",
"Uganda","UGA","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","83.4","74.57","99.55","117.57","130.85","135.69","130.89","138.04","191.62","219.03","209.73","277.74","249.81","305.51","404.84","414.14","444.93","470.21","507.19","604.13","595.05","642.79","676.08","794.85","934.01","","",
"Ukraine","UKR","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5646.64","6055.68","6339.12","5576.98","5527.45","6802.16","6040.03","5892.46","5887.15","6100.9","5382.51","5425.61","5918.43","5646.11","6011.37","6307.43","6608.52","7270.75","7199.47","7401.39","7864.24","8973.7","10116.13","11930.65","12776.85","","",
"Upper middle income","UMC","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","101483.648455958","107503.65713845","117051.953376189","119109.220718523","130176.267738015","155359.090946651","166604.657888017","182721.37893574","223831.716388959","276550.056845312","312050.886604928","340626.100265566","387070.59645114","438711.204042953","473592.086749626","500500.458837653","515479.62","553369.89","594744.58","630985.84","683017.21","736481.7","829045.86","947634.84","1033579.03","","",
"Uruguay","URY","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","166.03","199.77","216.66","202.75","224.92","234.78","274.53","282.4","306.7","348.92","362.95","381.29","438.47","469.42","496.41","575.59","574.73","584.69","724.15","689.1","828.56","774.67","894.82","942.34","959.51","","",
"United States","USA","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","313391.54","311116.82","302600.31","296940.93","306472.5","306733.89","320944.51","330542.54","354737.37","385577.39","389728.34","392348.65","395157.82","399757.26","409511.63","423222.43","425131.48","426596.66","428140.59","428203.78","428476.45","430198.17","435033.88","438020.45","455855.57","","",
"Uzbekistan","UZB","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","380.02","417.37","372.05","348.26","363.31","423.13","372.27","319.67","373.04","351.61","316.62","325.42","303.83","341.02","391.01","380.43","327.97","351.35","335.27","294.17","375.62","338.15","347.73","760.01","1375.29","","",
"St. Vincent and the Grenadines","VCT","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.4","0.67","0.25","0.5","0.42","0","0.12","1.83","0.13","1","0.7","1.26","0","1.13","1.02","0.05","0.92","2.2","1.51","0.46","2.42","4.25","1.22","6.53","7.4","","",
"Venezuela, RB","VEN","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","764.15","923.2","887.79","930.82","1039.07","1022.04","1052.92","1152.69","1077.59","1285.6","1388.74","1412.32","1616.91","1636.19","1475.25","1263.67","1310.94","1198.12","1241.07","977.41","860.3","830.28","687.51","602.42","657.27","","",
"British Virgin Islands","VGB","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Virgin Islands (U.S.)","VIR","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Vietnam","VNM","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","178.4","202.34","169.51","199.92","202.08","241.05","234.14","298.21","332.95","401.73","456.02","505.73","772.48","881.38","1088.83","1202.29","1556.26","1855.67","1916.75","2176.37","2978.33","3184.06","4088.91","5812.63","8213.16","","",
"Vanuatu","VUT","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.37","3.69","1.15","6.99","3.82","3.17","5.48","6.53","9.81","13.48","5.68","2.61","4.15","5.89","7.08","7.94","6.51","7.85","8.33","10.63","13.13","10.47","6.45","9.9","12.43","","",
"World","WLD","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","984812.17130737","1014880.07909753","1020474.95018947","1020833.55503794","1071009.50129436","1109618.34556167","1158076.84187185","1214597.91504113","1327931.25782664","1489847.95590536","1580500.60923163","1648986.14159725","1742798.97750061","1844539.11951503","1929771.15838199","2028062.84322047","2083570.15098714","2149755.86662285","2223226.45321476","2275681.25900633","2356514.76910086","2430534.12143112","2565871.49638976","2734961.78308542","2933010.69787446","","",
"Samoa","WSM","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.67","4.45","4.5","6.47","6.67","7.84","7.28","4.82","4.85","4.59","12.88","5.61","3.63","5.38","5.65","5.65","2.51","4.42","10.1","10.17","7.37","10.42","10.8","8.26","22.15","","",
"Kosovo","XKX","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","56.5","101.58","111.79","107.33","113.43","120.76","115.81","135.96","182.41","220.08","257.4","270.45","263.25","","",
"Yemen, Rep.","YEM","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.72","31.06","28.02","28.91","22.83","43.49","27.13","32.84","42.15","48.82","54.68","46.66","61.96","83.16","102.08","103.92","106.49","117.43","136.08","108.7","117.41","122.36","136.64","204.91","282.6","","",
"South Africa","ZAF","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3925.39","3924.31","4004.7","4045.03","3964.55","4156.78","4460.97","4344.07","4891.31","5198.35","5785.6","5918.42","6317.38","7086.92","7575.5","8266.46","8930.94","9547.56","10192.54","10914.22","11924.93","12851.91","13422.23","14999.24","15884.53","","",
"Zambia","ZMB","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50.89","67.53","56.66","60.22","33.6","52.96","59.67","47.64","42.84","61.04","68.62","68.02","91.91","76.75","87.23","99.99","106.27","118.44","128.98","157.32","173.75","204.95","213.79","206.11","263.09","","",
"Zimbabwe","ZWE","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","225.67","249.91","206.05","254.14","235.57","209.14","169.7","182.29","140.52","142","170.9","184.4","127.24","116.35","148.45","142.49","199.11","220.33","269.02","269.92","316.99","334.71","406.23","431.62","480.16","","",
